amount,sex,month,day,grade
30.4,male,5,17,1
32,male,5,17,1
29.8,male,3,17,2
31,male,4,17,2
29.9,male,4,17,4
29.1,male,4,17,2
27,male,5,17,4
29.4,male,3,17,3
28.9,male,3,17,4
31,male,5,17,2
30.9,male,3,17,4
28.4,male,4,17,4
31.4,male,5,17,1
30.8,male,3,17,2
29.1,male,5,17,2
27.7,male,3,17,3
27.6,male,3,17,2
30.5,male,3,17,3
32,male,3,17,1
31.9,male,5,17,1
28.1,male,3,17,4
29.4,male,3,17,2
29.3,male,5,17,3
27.4,male,5,17,2
28.5,male,4,17,4
28.6,male,3,17,3
28.9,male,5,17,4
30.7,male,5,17,3
29.1,male,3,17,2
32,male,5,17,2
28.9,male,3,17,1
29.3,male,5,17,1
31.7,male,3,17,3
27.8,male,5,17,4
30.4,male,4,17,4
30.2,male,5,17,2
30.3,male,3,17,2
30.4,male,5,17,1
27.8,male,3,17,2
27.9,male,3,17,1
30.9,male,5,17,4
29.7,male,5,17,2
28.8,male,5,17,3
30,male,4,17,4
31.3,male,5,17,4
30.8,male,5,17,1
31.5,male,4,17,3
28.9,male,3,17,
31.6,male,3,17,1
29.1,male,5,17,3
27.8,male,4,17,2
30.3,male,4,17,1
31.7,male,5,17,2
32.6,male,4,17,1
26.4,male,3,17,1
29.7,male,4,17,1
27.8,male,3,17,4
25.8,male,5,17,1
30.8,male,5,17,4
28.7,male,3,17,4
31.9,male,5,17,2
31,male,5,17,1
25.9,male,5,17,3
27.1,male,5,17,3
44.7,female,3,17,4
30,female,4,17,1
39.6,male,5,17,1
47.6,male,5,17,2
49.1,male,4,17,1
22,female,5,17,1
44,male,3,17,1
44.3,male,5,17,3
40,male,4,17,2
26.5,female,5,17,1
42.1,female,3,17,1
30.8,male,4,17,2
47.3,female,3,17,2
38.6,female,3,17,4
51.8,female,4,17,4
41.9,female,5,17,1
39.1,female,5,17,1
44.5,female,3,17,3
41.6,female,5,17,2
41.3,female,4,17,3
47.1,female,5,17,2
50.2,female,3,17,2
42.3,female,4,17,1
38.5,female,5,17,2
39.3,female,3,17,4
49.2,female,3,17,2
50.6,female,3,17,2
44.5,female,3,17,3
45.8,female,3,17,4
37.6,female,5,17,3
44.7,female,3,17,4
41.3,female,4,17,4
37.8,female,3,17,2
37.8,female,3,17,3
35.9,female,3,17,2
39.4,female,3,17,3
28,female,3,18,2
31.4,female,4,18,3
27,female,3,18,1
27.7,female,3,18,4
31.3,female,5,18,4
27.5,female,4,18,2
28.5,female,3,18,1
30.5,female,3,18,4
30.2,female,4,18,4
28.5,female,4,18,4
29,female,3,18,1
28.2,female,5,18,2
30.2,female,4,18,1
29.2,female,3,18,3
29.7,female,4,18,1
29.7,female,3,18,2
28,female,5,18,2
27.4,female,3,18,3
30.6,female,5,18,1
30.9,female,5,18,3
29.6,female,4,18,4
31.4,female,4,18,1
27.6,female,5,18,4
32.6,female,4,18,2
27.3,female,4,18,3
35,female,3,18,4
31.1,female,5,18,4
25.5,female,3,18,4
32.3,female,4,18,1
28.1,female,4,18,2
33.6,female,5,18,3
32.3,female,5,18,2
32.1,female,5,18,4
28.4,male,4,18,1
28.4,male,4,18,2
28.4,male,5,18,4
30.7,male,3,18,4
27.7,male,5,18,2
27.2,male,5,18,1
31.7,male,4,18,3
30.2,male,3,18,3
28.1,male,4,18,2
28.7,male,5,18,3
29.3,male,4,18,4
31.5,male,5,18,3
29.1,male,5,18,1
29.7,male,4,18,4
30.3,male,3,18,4
29.8,male,5,18,2
30.5,male,5,18,1
30.6,male,5,18,1
30.7,male,3,18,1
30.5,male,4,18,4
27.1,male,4,18,1
29.1,male,3,18,3
29.9,male,4,18,3
27.8,male,3,18,2
30.1,male,3,18,4
31.5,male,4,18,3
30.8,male,3,18,3
31.3,male,5,18,3
28.7,male,3,18,2
27.5,male,5,18,2
28.4,male,3,18,2
27.8,male,5,18,1
28.2,male,4,18,4
30.5,male,4,18,2
29.3,male,3,18,2
27.5,male,5,18,2
30.2,male,3,18,3
31.6,male,5,18,4
29,male,5,18,3
30.8,male,3,18,2
30.8,male,,18,4
28.8,male,5,18,1
31.8,male,4,18,4
30.3,male,5,18,4
28,male,5,18,1
31.7,male,4,18,4
29.4,male,4,18,2
30.7,male,4,18,3
29.5,male,5,18,2
30.5,male,5,18,1
27.8,male,3,18,4
31.8,male,3,18,4
31.2,male,5,18,1
31.4,male,5,18,2
29,male,5,18,1
27.8,male,4,18,2
31.5,male,4,18,4
29.1,male,5,18,2
31.2,male,4,18,4
31.9,male,5,18,1
31.9,male,4,18,1
32,male,4,18,2
30.1,male,4,18,3
31.6,male,4,18,4
30,male,5,18,4
28.6,male,3,18,3
31.3,male,5,18,3
29.2,male,3,18,1
30.7,male,4,18,4
28.2,male,3,18,1
32,male,3,18,1
30.3,male,3,18,1
28.2,male,5,18,4
28.9,male,3,18,2
31.4,male,3,18,1
27.5,male,4,18,2
30.1,male,5,18,2
28.8,male,3,18,1
31.3,male,5,18,3
31.1,male,4,18,4
28.1,male,3,18,3
27.8,male,3,18,2
27.2,male,3,18,2
29.1,male,5,18,4
32.2,male,3,18,3
27.8,male,4,18,1
28,male,3,18,3
34.8,male,5,18,2
26.2,male,5,18,3
28.3,male,5,18,4
33.5,male,5,18,1
28.8,male,5,18,4
30.6,male,3,18,4
31.5,male,5,18,4
32.3,male,3,18,3
34.3,male,5,18,1
35,male,3,18,2
28.9,male,3,18,4
30.2,male,5,18,1
27.2,male,4,18,1
31,male,3,18,1
21.5,male,4,18,1
35,female,4,18,2
24.1,male,3,18,3
38.3,female,3,18,4
27.9,male,5,18,2
28.3,female,5,18,1
27.8,female,4,18,4
33.4,female,5,18,3
48.8,male,3,18,2
31.7,male,5,18,3
32.7,female,3,18,3
23.2,male,5,18,2
39.6,female,4,18,2
27,female,5,18,4
45.4,female,3,18,1
38.2,female,3,18,1
36.5,female,4,18,4
48.9,female,4,18,4
36.4,female,5,18,2
37.7,female,4,18,1
48.7,female,3,18,2
,female,3,18,3
45.8,female,5,18,2
43.9,female,5,18,3
45.6,female,3,18,3
50.1,female,5,18,2
45.1,female,5,18,1
41.2,female,3,18,4
48.1,female,4,18,1
50.4,female,4,18,2
40.3,female,4,18,4
35.3,female,3,18,4
38.1,female,4,18,1
49.8,female,3,18,2
44.1,female,3,18,3
41.5,female,4,18,4
48.4,female,4,18,4
37.9,female,3,18,1
42.1,female,4,18,4
38.3,female,4,18,4
38.8,female,5,18,4
40.1,female,4,18,4
40.7,female,3,18,1
35.5,female,5,18,4
50.5,female,4,18,1
35.5,female,3,18,3
37.9,female,5,18,4
44,female,5,18,2
24.7,female,5,19,1
25.5,female,4,19,3
24.3,female,5,19,4
25.3,female,4,19,1
26.2,female,5,19,1
25.5,female,3,19,4
24.4,female,5,19,1
24.2,female,4,19,3
26.8,female,5,19,3
25.2,female,4,19,1
25.6,female,5,19,2
25.3,female,5,19,2
25.6,female,4,19,2
24.3,female,5,19,2
24.5,female,4,19,3
25.2,female,4,19,4
26.7,female,3,19,1
24.1,female,5,19,2
24.8,female,4,19,2
26.6,female,4,19,2
26,female,3,19,1
26.3,female,4,19,4
25.1,female,5,19,1
27,female,4,19,2
26.9,female,5,19,1
24.8,female,3,19,3
26.8,female,3,19,4
24.6,female,5,19,1
24,female,5,19,4
26,female,4,19,1
26.4,female,5,19,1
25.1,female,4,19,4
25.7,female,5,19,2
26.4,female,4,19,2
26.5,female,4,19,4
24.8,female,5,19,3
25.9,female,5,19,4
24,female,5,19,4
26.2,female,5,19,2
26,female,4,19,2
24,female,5,19,2
25.5,female,5,19,2
24.7,female,5,19,4
26.7,female,3,19,2
26.8,female,3,19,4
24.7,female,5,19,4
26.7,female,5,19,1
24.3,female,3,19,4
25.6,female,4,19,4
24.9,female,3,19,3
25.1,female,5,19,3
26.8,female,5,19,4
26.4,female,4,19,2
24.1,female,3,19,4
26.7,female,3,19,3
30.2,female,3,19,4
26.7,female,5,19,4
26.2,female,5,19,1
33,female,4,19,4
26.2,female,3,19,3
33,female,4,19,2
33.8,female,4,19,1
31.2,female,4,19,1
31.1,female,5,19,4
33.7,female,4,19,2
31.2,female,5,19,2
34.3,female,4,19,4
30.6,female,4,19,4
28.2,female,3,19,2
26.8,female,3,19,2
30.5,female,4,19,4
28.3,male,5,19,4
27.3,male,3,19,1
30.3,male,5,19,1
31.9,,3,19,1
27.2,male,3,19,2
31.3,male,4,19,3
27.1,male,5,19,1
29.4,male,4,19,3
31.6,male,3,19,3
29,male,3,19,1
27,male,4,19,1
30.6,male,4,19,3
27,male,4,19,4
27.7,male,5,19,4
27.6,male,3,19,4
28.9,male,3,19,1
29.9,male,4,19,3
29.3,male,5,19,2
29.5,male,3,19,3
29.6,male,3,19,4
29.2,male,3,19,1
29.4,male,5,19,2
27.9,male,5,19,3
29,male,4,19,2
28.2,male,4,19,4
27.7,male,4,19,1
27.2,male,5,19,2
28.5,male,3,19,4
27.8,male,3,19,1
30.4,male,5,19,3
25.8,male,4,19,1
25.4,male,5,19,4
25.9,male,5,19,3
25,male,5,19,1
27,male,3,19,4
24.5,male,5,19,2
26.6,male,4,19,2
24.8,male,5,19,3
26,male,4,19,2
24.5,male,5,19,1
27,male,4,19,1
25.3,male,4,19,1
24,male,5,19,4
27,male,3,19,2
24.5,male,4,19,1
24.8,male,4,19,1
25.6,male,4,19,4
25.2,male,5,19,3
26.2,male,5,19,3
25.1,male,5,19,2
26.4,male,5,19,4
25.9,male,3,19,2
25.1,male,4,19,1
25.7,male,4,19,4
25.6,male,5,19,1
25.5,male,4,19,1
26.2,male,3,19,4
24.4,male,4,19,2
24.3,male,5,19,2
24.5,male,5,19,2
25.3,male,3,19,4
25.2,male,5,19,1
26.6,male,4,19,2
26.4,male,3,19,4
25.9,male,4,19,1
26.4,male,3,19,3
26.7,male,5,19,4
25.2,male,3,19,1
24.5,male,3,19,2
26.2,male,5,19,2
24.2,male,5,19,1
25.1,male,5,19,2
26.8,male,5,19,3
24,male,4,19,1
24.8,male,3,19,2
24.4,male,5,19,3
25.2,male,3,19,3
25.3,male,5,19,2
25,male,3,19,3
25.4,male,5,19,3
24,male,5,19,1
27.4,male,5,19,2
32.7,male,4,19,4
29.3,male,5,19,1
31.8,male,4,19,3
34.5,male,5,19,3
31.4,male,3,19,1
27.6,male,3,19,2
28.9,male,5,19,2
25.2,male,5,19,1
29.8,male,3,19,2
34.3,male,3,19,2
34.9,female,3,19,4
38.1,female,3,19,4
25.2,female,5,19,1
46.1,male,5,19,1
26.3,male,5,19,3
34.9,female,3,19,3
31.3,male,3,19,1
32.2,female,5,19,2
45.4,male,3,19,2
35.4,male,4,19,3
22.1,female,,19,1
46.7,male,5,19,2
48,male,4,19,2
36.5,female,3,19,3
47.6,female,5,19,3
45.6,female,5,19,2
47.9,female,3,19,2
49.9,female,3,19,1
51.7,female,3,19,3
40.1,female,4,19,4
40.4,female,4,19,3
40.1,female,3,19,3
43.8,female,5,19,3
50.7,female,5,19,1
43.7,female,5,19,2
38.7,female,4,19,2
37,female,4,19,3
41.5,female,4,19,2
36.7,female,4,19,4
37.7,female,3,19,1
47.5,female,3,19,1
45.3,female,3,19,1
39.7,female,4,19,1
40.5,female,5,19,1
41.8,female,3,19,2
26.1,female,3,20,4
24.8,female,3,20,2
25.9,female,4,20,1
26.3,female,4,20,3
26.4,female,3,20,4
25.5,female,4,20,4
25.8,female,3,20,2
25.4,female,5,20,2
26.9,female,4,20,3
24,female,4,20,2
26.4,female,5,20,4
26.1,female,3,20,3
26.7,female,5,20,4
26.5,female,3,20,3
26.9,female,5,20,4
24.7,female,4,20,2
25,female,5,20,2
24.9,female,4,20,2
25.7,female,4,20,1
25.2,female,5,20,3
24.7,female,5,20,3
24.7,female,4,20,3
25.5,female,4,20,3
25.7,female,5,20,4
24,female,4,20,3
24.2,female,3,20,2
24.9,female,4,20,3
24.1,female,3,20,1
25.3,female,4,20,2
25.8,female,4,20,1
24.7,female,5,20,3
24.1,female,4,20,2
26.5,female,3,20,2
26,female,4,20,1
24.2,female,5,20,3
24.4,female,4,20,2
25.5,female,4,20,3
24.2,female,3,20,2
27,female,3,20,3
25.4,female,3,20,4
25.5,female,3,20,4
25.6,female,4,20,4
25,female,3,20,2
24.7,female,3,20,3
25,female,3,20,4
24.5,female,5,20,4
25.3,female,5,20,1
27,female,4,20,4
25.7,female,3,20,1
26.3,female,4,20,4
24,female,3,20,2
25.5,female,4,20,1
31.6,female,4,20,2
25.6,female,3,20,4
25,female,3,20,4
34,female,5,20,3
31.1,female,4,20,4
31.3,female,3,20,4
32.9,female,3,20,1
32.3,female,3,20,1
34.3,female,5,20,3
27.4,female,5,20,2
26.7,female,5,20,1
31.2,female,3,20,1
26.3,male,5,20,4
25.2,male,3,20,3
25.7,male,4,20,2
24.4,male,4,,4
24.4,male,4,20,3
25.1,male,3,20,4
26.9,male,3,20,1
24.1,male,3,20,3
24.4,male,5,20,2
25.1,male,4,20,3
25,male,5,20,1
26.4,male,4,20,1
25.8,male,4,20,2
26.5,male,5,20,2
25.1,male,5,20,3
24.7,male,4,20,1
24,male,3,20,1
26.5,male,5,20,1
26.5,male,4,20,3
25.3,male,5,20,4
26.7,male,3,20,4
26.9,male,3,20,3
24.7,male,5,20,1
25.2,male,5,20,3
24.3,male,4,20,1
24.5,male,4,20,4
24.8,male,3,20,3
25.6,male,3,20,4
25.7,male,5,20,2
27,male,3,20,2
26.6,male,4,20,1
24.9,male,4,20,3
24.2,male,5,20,4
24.8,male,3,20,3
26.8,male,3,20,2
25.7,male,4,20,3
24.9,male,3,20,1
24.7,male,5,20,3
24.7,male,3,20,3
24.9,male,4,20,3
24.5,male,3,20,1
24.2,male,4,20,1
24.7,male,4,20,1
24.7,male,5,20,2
25.8,male,4,20,4
26.9,male,5,20,4
25.2,male,4,20,1
24.4,male,5,20,3
26.3,male,4,20,4
25.6,male,4,20,1
25.2,male,3,20,1
24.3,male,3,20,4
25.6,male,4,20,1
24,male,3,20,2
26.7,male,5,20,3
25.5,male,4,20,2
26.2,male,5,20,2
26,male,3,20,3
24.2,male,3,20,2
25.8,male,4,20,1
26.5,male,4,20,3
24.8,male,4,20,3
24.2,male,5,20,3
24.9,male,5,20,2
27,male,5,20,4
25,male,3,20,3
26.3,male,3,20,4
26.5,male,4,20,3
25.1,male,4,20,1
24.5,male,4,20,4
25.6,male,5,20,2
25.9,male,3,20,3
25.7,male,4,20,4
26.2,male,5,20,1
26.4,male,3,20,1
26.2,male,5,20,4
24.3,male,5,20,1
26.9,male,4,20,4
24.8,male,5,20,1
26.3,male,3,20,4
24.6,male,5,20,1
24.5,male,3,20,1
25.7,male,5,20,1
26.7,male,4,20,1
26.8,male,5,20,4
25.7,male,4,20,2
24.9,male,5,20,1
26.6,male,3,20,1
26.9,male,3,20,1
25.6,male,4,20,
34.7,male,3,20,1
28.2,male,3,20,2
32.6,male,5,20,3
28,male,5,20,2
34.4,male,5,20,2
29.2,male,3,20,3
34,male,3,20,3
34.8,female,5,20,4
21.9,female,5,20,2
36.9,male,5,20,4
32.6,female,3,20,1
20,male,5,20,1
32.2,male,3,20,4
46.7,male,5,20,3
33.8,male,4,20,4
41.5,male,4,20,2
43.5,male,5,20,2
22.6,female,3,20,3
20.4,female,4,20,3
37.5,male,5,20,1
25.2,male,4,20,3
36.3,female,4,20,4
41.9,female,3,20,1
35.9,male,5,20,4
47,female,5,20,4
38.9,female,3,20,1
47.3,female,3,20,1
38.7,female,3,20,1
46.1,female,4,20,3
41.4,female,5,20,4
38.5,female,3,20,2
46.8,female,3,20,1
50.7,female,4,20,3
46.7,female,4,20,4
51,female,3,20,4
37.4,female,5,20,2
37.4,female,3,20,4
49.5,female,5,20,4
42.6,female,5,20,2
36.3,female,5,20,2
42.4,female,4,20,2
38.4,female,5,20,3
51.2,female,4,20,3
47.3,female,3,20,1
48.7,female,4,20,3
36.2,female,3,20,4
41.5,female,4,20,1
38.2,female,3,20,1
48.6,female,5,20,1
35.5,female,4,20,3
37,female,5,20,1
36.9,female,5,20,1
43.2,female,5,20,1
50.9,female,4,20,1
37.6,female,5,20,3
25.6,female,3,21,3
25.4,female,3,21,2
24.5,female,4,21,3
24.8,female,5,21,4
25.1,female,5,21,2
24.1,female,3,21,4
25.9,female,4,21,3
24.6,female,3,21,1
24.3,female,5,21,2
25.5,female,3,21,3
24.1,female,5,21,3
25.3,female,3,21,1
25.2,female,3,21,2
24.3,female,4,21,2
25.8,female,3,21,2
26.1,female,4,21,4
24.7,female,3,21,3
25,female,5,21,3
24.9,female,4,21,2
24,female,4,21,2
26.8,female,4,21,1
25.1,female,5,21,1
24.6,female,4,21,1
26.5,female,3,21,1
25.7,female,3,21,1
,female,3,21,1
25.3,female,4,21,2
24.8,female,5,21,1
25.2,female,4,21,1
26.3,female,3,21,4
26.9,female,4,21,3
24.7,female,4,21,1
24.9,female,5,21,3
26.1,female,4,21,2
27,female,3,21,3
26.3,female,5,21,4
26.8,female,4,21,2
24.7,female,5,21,4
25.3,female,4,21,1
24.8,female,4,21,1
25.2,female,3,21,4
25.2,female,4,21,4
25.4,female,3,21,4
25.7,female,3,21,2
32.6,female,4,21,1
34.4,female,4,21,1
26.4,female,5,21,1
33.6,female,3,21,1
29,female,5,21,3
30.4,female,5,21,4
33.9,female,5,21,1
27.9,female,4,21,4
31.6,female,5,21,1
26.7,female,5,21,3
26,male,4,21,4
24.3,male,5,21,1
26.9,male,5,21,3
25.6,male,5,21,4
25,male,4,21,4
24.8,male,3,21,3
24.2,male,4,21,3
25.8,male,3,21,1
26.5,male,3,21,4
26,male,5,21,3
25.1,male,5,21,4
24.3,male,3,21,4
26.2,male,3,21,3
25.9,male,3,21,4
25.6,male,3,21,2
25.8,male,3,21,3
24.5,male,4,21,3
24.7,male,5,21,2
26.4,male,5,21,1
26.7,male,3,21,4
24.4,male,5,21,3
24.2,male,3,21,2
27,male,4,21,1
25.9,male,3,21,2
26.7,male,4,21,1
25.3,male,4,21,2
26.2,male,4,21,4
24.9,male,5,21,2
25.1,male,5,21,4
25.7,male,3,21,3
25.2,male,4,21,1
24.2,male,5,21,3
24.5,male,3,21,3
26.8,male,4,21,3
24.7,male,5,21,3
24.3,male,3,21,3
26.5,male,4,21,2
26.5,male,4,21,2
25.2,male,5,21,1
24.2,male,5,21,2
24.7,male,3,21,1
24.4,male,5,21,4
25.8,male,3,21,1
26.6,male,5,21,4
25.9,male,5,21,3
24.3,male,5,21,1
25.4,male,4,21,2
26.2,male,5,21,3
25.3,male,5,21,1
26.9,male,4,21,1
25.2,male,4,21,2
27,male,5,21,1
24.8,male,5,21,3
25.9,male,4,21,4
24.5,male,4,21,1
24.3,male,5,21,3
25,male,4,21,1
25.3,male,3,21,1
24.9,male,5,21,1
25.9,male,3,21,2
25.3,male,4,21,2
25.2,male,5,21,1
24,male,4,21,4
24,male,3,21,1
26.9,male,3,21,2
24.1,male,4,21,3
26.9,male,4,21,4
24.6,male,4,21,3
25.6,male,4,21,4
26.8,male,3,21,1
24.8,male,3,21,3
26.2,male,5,21,4
24.6,male,4,21,4
26.6,male,3,21,3
25.1,male,4,21,2
26.7,male,5,21,4
26.4,male,3,21,3
26.2,male,5,21,3
25,male,5,21,1
25,male,4,21,3
24.7,male,5,21,2
24.9,male,5,21,3
24.6,male,3,21,2
25.1,male,5,21,2
25.1,male,4,21,3
24.7,male,4,21,4
26.8,male,3,21,4
24.7,male,5,21,3
26.4,male,4,21,3
24.5,male,5,21,2
24.5,male,3,21,1
25.8,male,5,21,1
26.1,male,5,21,1
30.2,male,5,21,2
27.5,male,3,21,3
28.3,male,5,21,3
33.7,male,3,21,3
30,male,4,21,3
26.7,male,3,21,4
25.6,male,3,21,3
31.6,male,3,21,1
32.2,male,5,21,1
30.3,male,5,21,3
29.8,male,5,21,3
31.4,male,3,21,3
,male,3,21,1
28.5,male,3,21,2
36.2,male,3,21,1
40.8,female,3,21,2
35.3,male,5,21,2
33.7,female,3,21,1
27,male,4,21,2
42,female,3,21,1
36.9,male,3,21,1
39.5,female,5,21,1
30.9,female,4,21,1
39.9,female,3,21,4
41.8,male,4,21,3
23,female,4,21,1
37.7,male,5,21,4
33.6,male,4,21,2
29.9,female,5,21,3
28,female,3,21,1
37.1,male,3,21,1
21.4,male,4,21,3
30.1,female,4,21,2
29.3,male,3,21,2
48.9,female,3,21,3
50.1,female,4,21,4
42.9,female,3,21,4
41.8,female,5,21,2
49.4,female,4,21,2
43.9,female,3,21,3
44.5,female,5,21,4
35.8,female,4,21,2
42.7,female,4,21,1
47.8,female,4,21,4
46.1,female,3,21,4
49.8,female,3,21,2
46.1,female,5,21,3
42.1,female,3,21,1
50.6,female,3,21,3
50.3,female,5,21,4
46.7,female,5,21,4
46.6,female,5,21,3
42,female,4,21,4
44.6,female,4,21,2
45.4,female,5,21,1
38.2,female,4,21,2
47.5,female,3,21,4
49.4,female,4,21,1
50.8,female,4,21,1
43.6,female,4,21,4
28,female,3,22,4
31.9,female,4,22,1
28.1,female,4,22,2
27.4,female,3,22,3
32,female,3,22,2
28,female,5,22,2
27.7,female,5,22,4
28.1,female,4,22,1
28,female,5,22,1
29.7,female,5,22,1
28.5,female,4,22,3
30.6,female,5,22,4
27.6,female,5,22,1
28.5,female,3,22,4
32,female,4,22,4
31.5,female,4,22,2
31.7,female,4,22,1
27.3,female,5,22,3
31.8,female,3,22,3
29,female,3,22,1
30.8,female,5,22,2
28.3,female,4,22,3
29,female,5,22,4
28.2,female,3,22,3
31,female,3,22,4
31.7,female,5,22,3
27.2,female,3,22,4
28.1,female,3,22,2
31.8,female,5,22,3
28.6,female,3,22,4
30.2,female,4,22,2
29.4,female,3,22,2
26.8,female,4,22,4
27.8,female,3,22,3
28.7,female,5,22,4
34,female,4,22,1
27.2,female,4,22,2
26.3,female,4,22,1
33.6,female,3,22,4
29.1,female,4,22,4
30.2,,3,22,3
33,female,5,22,2
34.8,female,3,22,3
25.4,female,5,22,3
26.1,male,5,22,2
26.3,male,4,22,2
27,male,5,22,3
24,male,3,22,1
25.6,male,3,22,2
24.5,male,4,22,2
25.7,male,4,22,3
24.4,male,4,22,3
26.2,male,4,22,3
24.5,male,4,22,3
24.2,male,3,22,2
26.3,male,3,22,1
25.5,male,5,22,4
25.4,male,3,22,1
26.7,male,5,22,4
24.2,male,3,22,2
24.2,male,5,22,1
24.5,male,4,22,4
24.4,male,4,22,2
25.7,male,5,22,4
24.3,male,3,22,2
24.4,male,3,22,3
26.4,male,4,22,3
25,male,3,22,4
24.2,male,3,22,4
25,male,5,22,1
26.2,male,4,22,2
25.2,male,4,22,3
24.8,male,4,22,1
25,male,3,22,3
25.2,male,3,22,3
25.9,male,3,22,3
24.6,male,5,22,1
25.1,male,5,22,4
26.6,male,5,22,3
24.5,male,4,22,4
24.8,male,3,22,1
24,male,5,22,2
24.3,male,4,22,2
25.5,male,4,22,4
27.6,male,4,22,1
27.2,male,5,22,2
29.9,male,3,22,4
31.4,male,4,22,2
31.9,male,3,22,4
31.9,male,4,22,2
28.1,male,3,22,3
27.2,male,3,22,4
27.4,male,5,22,1
28.4,male,4,22,3
27.6,male,4,22,4
29.3,male,3,22,1
30.4,male,4,22,2
29.8,male,3,22,1
30.1,male,3,22,1
30.1,male,3,22,4
29.3,male,4,22,1
30.9,male,4,22,3
27.3,male,4,22,2
27.7,male,3,22,3
27.5,male,3,22,2
30.1,male,5,22,3
31.5,male,3,22,2
28.8,male,4,22,2
27.5,male,5,22,2
28.4,male,5,22,2
28.3,male,5,22,1
29.7,male,5,22,2
31.5,male,5,22,1
31.3,male,4,22,4
32,male,3,22,4
31.6,male,4,22,3
27.8,male,3,22,3
29.9,male,5,22,4
30.2,male,5,22,3
29.4,male,5,22,1
30.9,male,5,22,1
27.6,male,,22,4
28.8,male,4,22,4
29.7,male,5,22,4
29.5,male,5,22,4
27.3,male,4,22,2
28.6,male,3,22,3
29.6,male,3,22,1
28.8,male,3,22,4
31.8,male,4,22,3
29.7,male,5,22,1
28.1,male,4,22,2
29.2,male,4,22,2
28.8,male,5,22,2
28.1,male,5,22,2
33.7,male,4,22,3
32.8,male,3,22,3
34.2,male,5,22,1
34.1,male,4,22,3
29,male,4,22,1
31.8,male,5,22,1
34.1,male,5,22,1
32.5,male,3,22,1
31.5,male,5,22,2
31.1,male,5,22,4
31.6,male,3,22,1
29.3,male,4,22,3
29.8,,3,22,3
38.1,female,3,22,4
42.6,female,3,22,3
42.8,male,4,22,1
48.5,male,5,22,4
37.3,male,4,22,1
39.4,male,4,22,1
35.8,female,3,22,4
28.6,male,4,22,1
29.5,female,4,22,3
41.3,male,3,22,4
24.4,female,4,22,2
35.3,female,3,22,2
32.1,female,3,22,4
38.1,male,5,22,1
30.1,male,3,22,2
35.8,female,3,22,1
43.7,male,4,22,2
27.2,female,5,22,4
44.5,male,3,22,1
45.7,male,3,22,4
27.3,female,3,22,4
35.3,male,5,22,4
42.3,female,3,22,2
27.1,male,4,22,3
41,female,4,22,2
50.2,female,4,22,3
37.1,female,5,22,3
48.9,female,3,22,2
49.3,female,5,22,4
37.7,female,4,22,4
46.4,female,3,22,2
44,female,3,22,4
37.9,female,4,22,3
40.1,female,5,22,3
42.2,female,3,22,4
42.5,female,4,22,1
46,female,5,22,3
44.3,female,3,22,4
47.9,female,4,22,3
36,female,3,22,2
38.1,female,5,22,3
35.3,female,4,22,4
46.4,female,5,22,4
37.1,female,4,22,1
35.2,female,5,22,1
36,female,5,,2
35.8,female,4,22,4
39,female,3,22,3
49.9,female,5,22,1
43.8,female,3,22,2
51.7,female,5,22,3
46,female,4,22,1
37.7,female,5,22,1
45.6,female,4,22,3
29,female,5,23,2
30.7,female,4,23,1
28.9,female,4,23,4
31.7,female,5,23,1
29.7,female,3,23,1
27.6,female,4,23,1
31.1,female,3,23,3
29.1,female,4,23,3
29.7,female,3,23,2
27.7,female,3,23,1
29.2,female,5,23,1
28.3,female,4,23,1
30.7,female,3,23,3
29.1,female,5,23,3
28.6,female,5,23,1
30.3,female,4,23,2
31.8,female,5,23,4
30.2,female,3,23,1
27.4,female,5,23,2
29.5,female,4,23,2
29.6,female,5,23,1
27,female,5,23,4
30.8,female,4,23,3
28.5,female,5,23,2
29.8,female,4,23,2
27,female,4,23,1
29.2,female,3,23,3
28.5,female,3,23,2
31.4,female,5,23,3
29.9,female,5,23,4
27.4,female,3,23,2
29.3,female,3,23,3
30.5,female,4,23,1
28.7,female,3,23,4
29.8,female,3,23,3
29.5,female,3,23,3
35,female,5,23,3
32.2,female,4,23,2
33.8,female,5,23,3
26.6,female,3,23,2
28,female,5,23,4
27.1,female,3,23,3
32.5,female,4,23,2
30.4,female,5,23,4
27.6,female,4,23,1
30.5,female,4,23,2
31.4,female,5,23,2
34.8,female,4,23,4
35,female,3,23,3
31.7,male,4,23,2
31.9,male,5,23,3
30,male,,,2
28.9,male,5,23,1
31.6,male,4,23,2
30.4,male,5,23,4
27.1,male,4,23,3
31.2,male,3,23,4
27.7,male,3,23,2
30.6,male,3,23,1
30.3,male,3,23,1
30.8,male,3,23,4
28.3,male,3,23,1
31.9,male,5,23,4
30.3,male,4,23,3
28.9,male,4,23,1
28.8,male,4,23,4
27,male,5,23,2
31.3,male,4,23,2
29.2,male,3,23,3
31.3,male,3,23,4
28.2,male,5,23,2
27.7,male,4,23,3
29.9,male,4,23,2
31.1,male,3,23,1
31.3,male,5,23,4
29.5,male,5,23,1
27.7,male,4,23,1
27.8,male,3,23,3
28.5,male,5,23,4
27.1,male,3,23,3
28.9,male,5,23,2
31.4,male,3,23,1
28,male,5,23,2
28.1,male,4,23,4
30.4,male,4,23,2
30.2,male,4,23,3
27,male,5,23,3
31.9,male,4,23,3
30.3,male,3,23,4
29.5,male,3,23,3
27.4,male,3,23,4
